#Created by dcGO at 26/04/2016 10:42:29 (day/month/year hour:min:sec)
GO_ID	GO_name	GO_subontology	slim_level
GO:0060244	negative regulation of cell proliferation involved in contact inhibition	biological_process	Highly  Informative
GO:0048026	positive regulation of mRNA splicing, via spliceosome	biological_process	Highly  Informative
GO:0061172	regulation of establishment of bipolar cell polarity	biological_process	Highly  Informative
GO:0016260	selenocysteine biosynthetic process	biological_process	Highly  Informative
GO:0000455	enzyme-directed rRNA pseudouridine synthesis	biological_process	Highly  Informative
GO:0071026	cytoplasmic RNA surveillance	biological_process	Highly  Informative
GO:1901341	positive regulation of store-operated calcium channel activity	biological_process	Highly  Informative
GO:0051122	hepoxilin biosynthetic process	biological_process	Highly  Informative
GO:2000188	regulation of cholesterol homeostasis	biological_process	Highly  Informative
GO:0060290	transdifferentiation	biological_process	Highly  Informative
GO:0033344	cholesterol efflux	biological_process	Highly  Informative
GO:0035095	behavioral response to nicotine	biological_process	Highly  Informative
GO:0003130	BMP signaling pathway involved in heart induction	biological_process	Highly  Informative
GO:0045715	negative regulation of low-density lipoprotein particle receptor biosynthetic process	biological_process	Highly  Informative
GO:0071318	cellular response to ATP	biological_process	Highly  Informative
GO:0061469	regulation of type B pancreatic cell proliferation	biological_process	Highly  Informative
GO:2000590	negative regulation of metanephric mesenchymal cell migration	biological_process	Highly  Informative
GO:2001170	negative regulation of ATP biosynthetic process	biological_process	Highly  Informative
GO:0022010	central nervous system myelination	biological_process	Highly  Informative
GO:1900229	negative regulation of single-species biofilm formation in or on host organism	biological_process	Highly  Informative
GO:0036494	positive regulation of translation initiation in response to endoplasmic reticulum stress	biological_process	Highly  Informative
GO:0048743	positive regulation of skeletal muscle fiber development	biological_process	Highly  Informative
GO:2000005	negative regulation of metanephric S-shaped body morphogenesis	biological_process	Highly  Informative
GO:0043327	chemotaxis to cAMP	biological_process	Highly  Informative
GO:0009686	gibberellin biosynthetic process	biological_process	Highly  Informative
GO:0033089	positive regulation of T cell differentiation in thymus	biological_process	Highly  Informative
GO:0003138	primary heart field specification	biological_process	Highly  Informative
GO:2000612	regulation of thyroid-stimulating hormone secretion	biological_process	Highly  Informative
GO:0050965	detection of temperature stimulus involved in sensory perception of pain	biological_process	Highly  Informative
GO:0014873	response to muscle activity involved in regulation of muscle adaptation	biological_process	Highly  Informative
GO:0000719	photoreactive repair	biological_process	Highly  Informative
GO:0010510	regulation of acetyl-CoA biosynthetic process from pyruvate	biological_process	Highly  Informative
GO:0035826	rubidium ion transport	biological_process	Highly  Informative
GO:0072378	blood coagulation, fibrin clot formation	biological_process	Highly  Informative
GO:2000020	positive regulation of male gonad development	biological_process	Highly  Informative
GO:0001974	blood vessel remodeling	biological_process	Highly  Informative
GO:0090073	positive regulation of protein homodimerization activity	biological_process	Highly  Informative
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	biological_process	Highly  Informative
GO:0008206	bile acid metabolic process	biological_process	Highly  Informative
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	biological_process	Highly  Informative
GO:0034138	toll-like receptor 3 signaling pathway	biological_process	Highly  Informative
GO:1904886	beta-catenin destruction complex disassembly	biological_process	Highly  Informative
GO:0006167	AMP biosynthetic process	biological_process	Highly  Informative
GO:0045842	positive regulation of mitotic metaphase/anaphase transition	biological_process	Highly  Informative
GO:0034134	toll-like receptor 2 signaling pathway	biological_process	Highly  Informative
GO:0034146	toll-like receptor 5 signaling pathway	biological_process	Highly  Informative
GO:1902645	tertiary alcohol biosynthetic process	biological_process	Highly  Informative
GO:0032958	inositol phosphate biosynthetic process	biological_process	Highly  Informative
GO:0045676	regulation of R7 cell differentiation	biological_process	Highly  Informative
GO:0042148	strand invasion	biological_process	Highly  Informative
GO:0097296	activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	biological_process	Highly  Informative
GO:0071480	cellular response to gamma radiation	biological_process	Highly  Informative
GO:0006953	acute-phase response	biological_process	Highly  Informative
GO:0001302	replicative cell aging	biological_process	Highly  Informative
GO:0045056	transcytosis	biological_process	Highly  Informative
GO:0052697	xenobiotic glucuronidation	biological_process	Highly  Informative
GO:0060174	limb bud formation	biological_process	Highly  Informative
GO:0046690	response to tellurium ion	biological_process	Highly  Informative
GO:0035938	estradiol secretion	biological_process	Highly  Informative
GO:1900025	negative regulation of substrate adhesion-dependent cell spreading	biological_process	Highly  Informative
GO:0042343	indole glucosinolate metabolic process	biological_process	Highly  Informative
GO:0009851	auxin biosynthetic process	biological_process	Highly  Informative
GO:0035498	carnosine metabolic process	biological_process	Highly  Informative
GO:0015884	folic acid transport	biological_process	Highly  Informative
GO:0035359	negative regulation of peroxisome proliferator activated receptor signaling pathway	biological_process	Highly  Informative
GO:0019373	epoxygenase P450 pathway	biological_process	Highly  Informative
GO:0032369	negative regulation of lipid transport	biological_process	Highly  Informative
GO:1903340	positive regulation of cell wall organization or biogenesis	biological_process	Highly  Informative
GO:0072383	plus-end-directed vesicle transport along microtubule	biological_process	Highly  Informative
GO:0032065	cortical protein anchoring	biological_process	Highly  Informative
GO:0090166	Golgi disassembly	biological_process	Highly  Informative
GO:0070676	intralumenal vesicle formation	biological_process	Highly  Informative
GO:0030502	negative regulation of bone mineralization	biological_process	Highly  Informative
GO:0010226	response to lithium ion	biological_process	Highly  Informative
GO:0002501	peptide antigen assembly with MHC protein complex	biological_process	Highly  Informative
GO:0009657	plastid organization	biological_process	Highly  Informative
GO:0034498	early endosome to Golgi transport	biological_process	Highly  Informative
GO:0070592	cell wall polysaccharide biosynthetic process	biological_process	Highly  Informative
GO:0060178	regulation of exocyst localization	biological_process	Highly  Informative
GO:0038133	ERBB2-ERBB3 signaling pathway	biological_process	Highly  Informative
GO:0033015	tetrapyrrole catabolic process	biological_process	Highly  Informative
GO:0035608	protein deglutamylation	biological_process	Highly  Informative
GO:2000368	positive regulation of acrosomal vesicle exocytosis	biological_process	Highly  Informative
GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	biological_process	Highly  Informative
GO:0048245	eosinophil chemotaxis	biological_process	Highly  Informative
GO:0042682	regulation of compound eye cone cell fate specification	biological_process	Highly  Informative
GO:0034145	positive regulation of toll-like receptor 4 signaling pathway	biological_process	Highly  Informative
GO:0070084	protein initiator methionine removal	biological_process	Highly  Informative
GO:0030709	border follicle cell delamination	biological_process	Highly  Informative
GO:0051988	regulation of attachment of spindle microtubules to kinetochore	biological_process	Highly  Informative
GO:0039528	cytoplasmic pattern recognition receptor signaling pathway in response to virus	biological_process	Highly  Informative
GO:0045036	protein targeting to chloroplast	biological_process	Highly  Informative
GO:0019919	peptidyl-arginine methylation, to asymmetrical-dimethyl arginine	biological_process	Highly  Informative
